BR-PRI-0018,Universidade do Vale do Taquari,Univates,Universidade,Comunitária,RS,Lajeado,https://www.univates.br/,Biblioteca Digital Univates,https://www.univates.br/bdu/,DSpace,Misto,Sempre,https://www.univates.br/bdu/handle/10737/1,,Não,OK,Sim,https://www.univates.br/bdu/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.univates.br/,,Ativo
BR-PRI-0019,Universidade Feevale,Feevale,Universidade,Comunitária,RS,Novo Hamburgo,https://www.feevale.br/,Repositório Institucional Feevale,https://biblioteca.feevale.br/RI/,DSpace,Misto,Sempre,https://biblioteca.feevale.br/RI/Handle/123456789/1,,Não,OK,Sim,https://biblioteca.feevale.br/RI/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.feevale.br/,,Ativo
BR-PRI-0020,Universidade de Caxias do Sul,UCS,Universidade,Comunitária,RS,Caxias do Sul,https://www.ucs.br/,Repositório Institucional da UCS,https://repositorio.ucs.br/,DSpace,Misto,Sempre,https://repositorio.ucs.br/handle/11338/1,,Não,OK,Sim,https://repositorio.ucs.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.ucs.br/,,Ativo
BR-PRI-0021,Universidade de Passo Fundo,UPF,Universidade,Comunitária,RS,Passo Fundo,https://www.upf.br/,Repositório Institucional da UPF,http://ri.upf.br/,DSpace,Misto,Sempre,http://ri.upf.br/handle/riupf/1,,Não,OK,Sim,http://ri.upf.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.upf.br/,,Ativo
BR-PRI-0022,Universidade de Santa Cruz do Sul,UNISC,Universidade,Comunitária,RS,Santa Cruz do Sul,https://www.unisc.br/,Repositório Institucional da UNISC,https://repositorio.unisc.br/,DSpace,Misto,Sempre,https://repositorio.unisc.br/jspui/handle/11624/1,,Não,OK,Sim,https://repositorio.unisc.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.unisc.br/,,Ativo
BR-PRI-0023,Universidade do Vale do Itajaí,Univali,Universidade,Comunitária,SC,Itajaí,https://www.univali.br/,Repositório Institucional Univali,https://siaiapp28.univali.br/repositorio/,Outro,Misto,Sempre,https://siaiapp28.univali.br/repositorio/,,Não,OK,Indefinido,,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.univali.br/,,Ativo
BR-PRI-0024,Universidade de Sorocaba,Uniso,Universidade,Comunitária,SP,Sorocaba,https://www.uniso.br/,Repositório Institucional Uniso,https://comum.rcaap.pt/,DSpace,Misto,Sempre,https://comum.rcaap.pt/handle/10400.26/1,,Não,OK,Sim,https://comum.rcaap.pt/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.uniso.br/,,Ativo
BR-PRI-0025,Universidade de Marília,Unimar,Universidade,Privada,SP,Marília,https://www.unimar.br/,Repositório Institucional Unimar,https://ri.unimar.br/,DSpace,Misto,Sempre,https://ri.unimar.br/handle/123456789/1,,Não,OK,Sim,https://ri.unimar.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.unimar.br/,,Ativo
BR-PRI-0026,Universidade Católica de Pernambuco,Unicap,Universidade,Comunitária,PE,Recife,https://www1.unicap.br/,Biblioteca Digital de Teses e Dissertações,http://senhorinha.unicap.br/jspui/,DSpace,Teses,Sempre,http://senhorinha.unicap.br/jspui/handle/123456789/1,,Não,OK,Sim,http://senhorinha.unicap.br/jspui/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www1.unicap.br/,,Ativo
BR-PRI-0027,Universidade Católica de Santos,UniSantos,Universidade,Comunitária,SP,Santos,https://www.unisantos.br/,Biblioteca Digital,https://biblioteca.unisantos.br/,Outro,Misto,Sempre,https://biblioteca.unisantos.br/,,Não,OK,Indefinido,,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.unisantos.br/,,Ativo
BR-PRI-0028,Universidade Metodista de São Paulo,Umesp,Universidade,Comunitária,SP,São Bernardo do Campo,https://www.metodista.br/,Repositório Digital,http://repositorio.metodista.br/,DSpace,Misto,Sempre,http://repositorio.metodista.br/jspui/handle/123456789/1,,Não,OK,Sim,http://repositorio.metodista.br/jspui/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.metodista.br/,,Ativo
BR-PRI-0029,Universidade Cruzeiro do Sul,Unicsul,Universidade,Privada,SP,São Paulo,https://www.cruzeirodosul.edu.br/,Repositório Institucional,https://repositorio.cruzeirodosul.edu.br/,DSpace,Misto,Sempre,https://repositorio.cruzeirodosul.edu.br/,,Não,OK,Sim,,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.cruzeirodosul.edu.br/,,Ativo
BR-PRI-0030,Universidade Cidade de São Paulo,UNICID,Universidade,Privada,SP,São Paulo,https://www.unicid.edu.br/,Repositório Institucional,https://repositorio.unicid.edu.br/,DSpace,Misto,Sempre,https://repositorio.unicid.edu.br/,,Não,OK,Sim,,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.unicid.edu.br/,,Ativo
BR-PRI-0031,Universidade Nove de Julho,UNINOVE,Universidade,Privada,SP,São Paulo,https://www.uninove.br/,Biblioteca Digital de Teses e Dissertações,https://bibliotecadigital.uninove.br/,TEDE,Teses,Sempre,https://bibliotecadigital.uninove.br/,,Não,OK,Sim,,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.uninove.br/,,Ativo
BR-PRI-0032,Universidade Anhembi Morumbi,UAM,Universidade,Privada,SP,São Paulo,https://portal.anhembi.br/,Repositório Universitário da Ânima (RUNA),https://repositorio.animaeducacao.com.br/,DSpace,Misto,Sempre,https://repositorio.animaeducacao.com.br/handle/ANIMA/1,,Não,OK,Sim,https://repositorio.animaeducacao.com.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://portal.anhembi.br/,,Ativo
BR-PRI-0033,Universidade Potiguar,UnP,Universidade,Privada,RN,Natal,https://www.unp.br/,Repositório Universitário da Ânima (RUNA),https://repositorio.animaeducacao.com.br/,DSpace,Misto,Sempre,https://repositorio.animaeducacao.com.br/handle/ANIMA/1,,Não,OK,Sim,https://repositorio.animaeducacao.com.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.unp.br/,,Ativo
BR-PRI-0034,Universidade Salvador,UNIFACS,Universidade,Privada,BA,Salvador,https://www.unifacs.br/,Repositório Universitário da Ânima (RUNA),https://repositorio.animaeducacao.com.br/,DSpace,Misto,Sempre,https://repositorio.animaeducacao.com.br/handle/ANIMA/1,,Não,OK,Sim,https://repositorio.animaeducacao.com.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.unifacs.br/,,Ativo
BR-FED-0025,Instituto Federal do Rio Grande do Norte,IFRN,Instituto Federal,Pública Federal,RN,Natal,https://portal.ifrn.edu.br/,Memoria - Repositório Institucional,http://memoria.ifrn.edu.br/,DSpace,Misto,Sempre,http://memoria.ifrn.edu.br/handle/1044/1,,Não,OK,Sim,http://memoria.ifrn.edu.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://portal.ifrn.edu.br/,,Ativo
BR-FED-0026,Instituto Federal da Paraíba,IFPB,Instituto Federal,Pública Federal,PB,João Pessoa,https://www.ifpb.edu.br/,Repositório Digital do IFPB,https://repositorio.ifpb.edu.br/,DSpace,Misto,Sempre,https://repositorio.ifpb.edu.br/handle/177683/1,,Não,OK,Sim,https://repositorio.ifpb.edu.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.ifpb.edu.br/,,Ativo
BR-FED-0027,Instituto Federal do Ceará,IFCE,Instituto Federal,Pública Federal,CE,Fortaleza,https://ifce.edu.br/,Repositório Institucional IFCE,https://repositorio.ifce.edu.br/,DSpace,Misto,Sempre,https://repositorio.ifce.edu.br/handle/123456789/1,,Não,OK,Sim,https://repositorio.ifce.edu.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://ifce.edu.br/,,Ativo
BR-FED-0028,Instituto Federal do Rio Grande do Sul,IFRS,Instituto Federal,Pública Federal,RS,Bento Gonçalves,https://ifrs.edu.br/,Repositório Institucional IFRS,https://dspace.ifrs.edu.br/,DSpace,Misto,Sempre,https://dspace.ifrs.edu.br/xmlui/handle/123456789/1,,Não,OK,Sim,https://dspace.ifrs.edu.br/xmlui/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://ifrs.edu.br/,,Ativo
BR-FED-0029,Instituto Federal de Santa Catarina,IFSC,Instituto Federal,Pública Federal,SC,Florianópolis,https://www.ifsc.edu.br/,Repositório Institucional IFSC,https://repositorio.ifsc.edu.br/,DSpace,Misto,Sempre,https://repositorio.ifsc.edu.br/handle/123456789/1,,Não,OK,Sim,https://repositorio.ifsc.edu.br/oai/request,Não,,Sim,Sim,NA,Sim,Sim,2,Busca Específica,2026-02-11,https://www.ifsc.edu.br/,,Ativo
